id_str,created_at,full_text,lang,in_reply_to_status_id_str,in_reply_to_user_id,entities.hashtags,entities.media,entities.symbols,entities.urls,entities.user_mentions,source,quoted_status.id_str,quoted_status.created_at,quoted_status.full_text,quoted_status.lang,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.entities.hashtags,quoted_status.entities.media,quoted_status.entities.symbols,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.user.id_str,quoted_status.source,user.id_str,user.created_at,user.description,user.followers_count,user.friends_count,user.lang,user.location,user.name,user.screen_name,user.profile_banner_url,user.profile_image_url,user.statuses_count,user.url,user.verified,shorten_urls,n_urls,url
1353377327854604288,2021-01-24 16:21:14+00:00,"Amber Heard hat Scheidungs-Millionen noch nicht gespendet: Dafür verprasste Johnny Depp sein Vermögen

 https://t.co/jBT6VyxHGn",de,,,[],,[],"[{'display_url': 'blick.ch/people-tv/inte…', 'indices': [104, 127], 'expanded_url': 'https://www.blick.ch/people-tv/international/amber-heard-hat-scheidungs-millionen-noch-nicht-gespendet-dafuer-verprasste-johnny-depp-sein-vermoegen-id16301233.html', 'url': 'https://t.co/jBT6VyxHGn'}]",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,,,,,203654063.0,2010-10-16 19:49:18+00:00,,595.0,56.0,,"Fürth, Bayern",Marco Herrmann,Kleeblatt1977,,http://pbs.twimg.com/profile_images/2888935372/1c9d8c70fd4a8363d9bf0905c4efd560_normal.jpeg,1015546.0,,False,['https://t.co/jBT6VyxHGn'],1,https://www.blick.ch/people-tv/international/amber-heard-hat-scheidungs-millionen-noch-nicht-gespendet-dafuer-verprasste-johnny-depp-sein-vermoegen-id16301233.html
1352360319306387459,2021-01-21 21:00:00+00:00,"¿Johnny Depp o Amber Heard?
https://t.co/t1tTCDfGUc",en,,,[],,[],"[{'display_url': 'bit.ly/32x5d9s', 'indices': [28, 51], 'expanded_url': 'https://bit.ly/32x5d9s', 'url': 'https://t.co/t1tTCDfGUc'}]",[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,,,,,20699817.0,2009-02-12 18:18:34+00:00,"Somos un medio que habla música, sexo, tecnología, cultura, tv, relaciones, deportes, calle y cualquier cosa que nos afecte a los jóvenes iberoamericanos.",145736.0,38143.0,,LATAM,breinguash,breinguash,https://pbs.twimg.com/profile_banners/20699817/1497489938,http://pbs.twimg.com/profile_images/874294725158850565/wiSIQ1k0_normal.jpg,844712.0,https://t.co/4xKjx0KBIB,False,['https://t.co/t1tTCDfGUc'],1,https://bit.ly/32x5d9s
1354782610032111619,2021-01-28 13:25:19+00:00,Amber Heard’s Legal Team Wants To Rope In Disney About Johnny Depp’s Behavior On The Set Of Pirates Of The Caribbean And More https://t.co/Oj3cMWbgYi,en,,,[],,[],"[{'display_url': 'cinemablend.com/news/2561990/a…', 'indices': [126, 149], 'expanded_url': 'https://www.cinemablend.com/news/2561990/amber-heards-legal-team-disney-johnny-depps-behavior-set-of-pirates-of-the-caribbean?utm_source=thedextazlab', 'url': 'https://t.co/Oj3cMWbgYi'}]",[],"<a href=""https://bots.thedextazlab.com"" rel=""nofollow"">@thedextazlab</a>",,,,,,,,,,,,,,10409622.0,2007-11-20 11:57:10+00:00,"A creative designer, coder, hacker, and tech entrepreneur - constantly sharing and opining about interesting stories from around the universe.",1896.0,2535.0,,Tanzania,David Kisamfu,thedextazlab,https://pbs.twimg.com/profile_banners/10409622/1615803905,http://pbs.twimg.com/profile_images/1230394036181229568/AfTYKvxP_normal.jpg,704181.0,https://t.co/QvuvYD0bow,False,['https://t.co/Oj3cMWbgYi'],1,https://www.cinemablend.com/news/2561990/amber-heards-legal-team-disney-johnny-depps-behavior-set-of-pirates-of-the-caribbean?utm_source=thedextazlab
1354881060820152321,2021-01-28 19:56:32+00:00,Warner sigue respaldando a Amber Heard: “Aquaman 2” sería más feminista. Su bando está claro https://t.co/p35XoedUOB,es,,,[],,[],"[{'display_url': 'gunow.co/post/Warner-si…', 'indices': [93, 116], 'expanded_url': 'https://gunow.co/post/Warner-sigue-respaldando-a-Amber-Heard-Aquaman-2-seria-mas-feminista-Su-bando-esta-claro-Upsocl', 'url': 'https://t.co/p35XoedUOB'}]",[],"<a href=""http://gunow.co.ve"" rel=""nofollow"">Gunow LA</a>",,,,,,,,,,,,,,3492479789.0,2015-08-30 15:50:11+00:00,Noticias las 24 Horas de las mejores fuentes. Descarga nuestra App Gratis! https://t.co/ERr2i7RuAk,6760.0,135.0,,,Gunow - Noticias Venezuela,NoticiasVeApp,https://pbs.twimg.com/profile_banners/3492479789/1450648332,http://pbs.twimg.com/profile_images/1343872714986156033/BwAI_q--_normal.jpg,936590.0,https://t.co/ERr2i7RuAk,False,['https://t.co/p35XoedUOB'],1,https://gunow.co/post/Warner-sigue-respaldando-a-Amber-Heard-Aquaman-2-seria-mas-feminista-Su-bando-esta-claro-Upsocl
1349171808637919233,2021-01-13 01:50:00+00:00,Amber  Heard  explicó por qué no ha donado el dinero prometido de su divorcio https://t.co/JOYm8kMdFg,es,,,[],,[],"[{'display_url': 'j.mp/35AZr8p', 'indices': [78, 101], 'expanded_url': 'https://j.mp/35AZr8p', 'url': 'https://t.co/JOYm8kMdFg'}]",[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,,,,,124172948.0,2010-03-18 14:02:00+00:00,"Información e Investigación. 
DESCARGA NUESTRA APP AQUÍ 📲
https://t.co/kYU2Z1T11G

Instagram: https://t.co/sCftVquHBX 
Telegram: https://t.co/X5c1QH76Kt 📲",7067648.0,173.0,,Venezuela,La Patilla,la_patilla,https://pbs.twimg.com/profile_banners/124172948/1500301243,http://pbs.twimg.com/profile_images/1341052233660702725/LhVq9OY0_normal.jpg,5751773.0,https://t.co/t8x20yFxmB,True,['https://t.co/JOYm8kMdFg'],1,https://dqtjif.bitlydns.net/2021/01/12/amber-heard-divorcio/
1349439362388422656,2021-01-13 19:33:10+00:00,¿Por qué Amber Heard no ha donado aún el dinero que recibió tras su divorcio? https://t.co/bEeUmlToBx a través de @EPExtremadura,es,,,[],,[],"[{'display_url': 'elperiodicoextremadura.com/noticias/gente…', 'indices': [78, 101], 'expanded_url': 'https://www.elperiodicoextremadura.com/noticias/gente/por-amber-heard-no-ha-donado-aun-dinero-recibio-divorcioeuros_1264694.html', 'url': 'https://t.co/bEeUmlToBx'}]","[{'indices': [114, 128], 'screen_name': 'EPExtremadura', 'id_str': '194202717', 'name': 'El Periódico Extremadura', 'id': 194202717}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,1145856668.0,2013-02-03 18:20:38+00:00,,10722.0,11704.0,,,Pedro Escobar,PeLopez1,,http://pbs.twimg.com/profile_images/3569917063/6059f8b2a3e6e8e95f400da773f6ab4c_normal.jpeg,700705.0,,False,['https://t.co/bEeUmlToBx'],1,https://www.elperiodicoextremadura.com/vida-y-estilo/gente/2021/01/12/amber-heard-donado-dinero-recibio-43793671.html
1349202007718912001,2021-01-13 03:50:00+00:00,Amber Heard explicó por qué no ha donado el dinero prometido de su divorcio * https://t.co/JOYm8kMdFg,es,,,[],,[],"[{'display_url': 'j.mp/35AZr8p', 'indices': [78, 101], 'expanded_url': 'https://j.mp/35AZr8p', 'url': 'https://t.co/JOYm8kMdFg'}]",[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,,,,,124172948.0,2010-03-18 14:02:00+00:00,"Información e Investigación. 
DESCARGA NUESTRA APP AQUÍ 📲
https://t.co/kYU2Z1T11G

Instagram: https://t.co/sCftVquHBX 
Telegram: https://t.co/X5c1QH76Kt 📲",7067648.0,173.0,,Venezuela,La Patilla,la_patilla,https://pbs.twimg.com/profile_banners/124172948/1500301243,http://pbs.twimg.com/profile_images/1341052233660702725/LhVq9OY0_normal.jpg,5751773.0,https://t.co/t8x20yFxmB,True,['https://t.co/JOYm8kMdFg'],1,https://dqtjif.bitlydns.net/2021/01/12/amber-heard-divorcio/
1349201643007430657,2021-01-13 03:48:33+00:00,"The Stand: Amber Heard Explains Why Alexander Skarsgard is 'the Best Devil Ever"" https://t.co/tL96Zr5qKH",en,,,[],,[],"[{'display_url': 'dlvr.it/RqSMYx', 'indices': [81, 104], 'expanded_url': 'http://dlvr.it/RqSMYx', 'url': 'https://t.co/tL96Zr5qKH'}]",[],"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,,,,,2543982944.0,2014-06-03 17:24:01+00:00,Zyite is global retailer.,1745.0,3666.0,,www.zyite.com,Zyite.com,zyiteblog,https://pbs.twimg.com/profile_banners/2543982944/1615234050,http://pbs.twimg.com/profile_images/487839951422107649/43dYeBUz_normal.jpeg,1631547.0,https://t.co/m2qApNjPg6,False,['https://t.co/tL96Zr5qKH'],1,https://dlvr.it/RqSMYx
1349467839846109184,2021-01-13 21:26:19+00:00,Amber Heard explicó por qué no ha donado el dinero prometido de su divorcio https://t.co/JOYm8l3P3Q,es,,,[],,[],"[{'display_url': 'j.mp/35AZr8p', 'indices': [76, 99], 'expanded_url': 'https://j.mp/35AZr8p', 'url': 'https://t.co/JOYm8l3P3Q'}]",[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,,,,,124172948.0,2010-03-18 14:02:00+00:00,"Información e Investigación. 
DESCARGA NUESTRA APP AQUÍ 📲
https://t.co/kYU2Z1T11G

Instagram: https://t.co/sCftVquHBX 
Telegram: https://t.co/X5c1QH76Kt 📲",7067648.0,173.0,,Venezuela,La Patilla,la_patilla,https://pbs.twimg.com/profile_banners/124172948/1500301243,http://pbs.twimg.com/profile_images/1341052233660702725/LhVq9OY0_normal.jpg,5751773.0,https://t.co/t8x20yFxmB,True,['https://t.co/JOYm8l3P3Q'],1,https://dqtjif.bitlydns.net/2021/01/12/amber-heard-divorcio/
1348469839829098498,2021-01-11 03:20:37+00:00,Qual è patrimonio di Amber Heard? Tutti i soldi spesi e guadagnati dalla ex di Johnny Depp https://t.co/YhQIy7UpdB,it,,,[],,[],"[{'display_url': 'informazione.it/a/AAED9BF3-12A…', 'indices': [91, 114], 'expanded_url': 'https://www.informazione.it/a/AAED9BF3-12AF-44A0-A570-72F87DDC8FC3/Qual-e-patrimonio-di-Amber-Heard-Tutti-i-soldi-spesi-e-guadagnati-dalla-ex-di-Johnny-Depp', 'url': 'https://t.co/YhQIy7UpdB'}]",[],"<a href=""https://www.toscana.net"" rel=""nofollow"">MSWOR</a>",,,,,,,,,,,,,,317737372.0,2011-06-15 11:56:42+00:00,"Sezione cultura e spettacolo di informazione.it. Le notizie dal mondo della cultura e dello spettacolo: musica, teatro, film, gossip",1128.0,0.0,,Italia,informazione cultura,infoitcultura,https://pbs.twimg.com/profile_banners/317737372/1446219269,http://pbs.twimg.com/profile_images/660117487078477824/LReRqRVe_normal.jpg,1643591.0,https://t.co/zYwZ84XM1Q,False,['https://t.co/YhQIy7UpdB'],1,https://www.informazione.it/a/AAED9BF3-12AF-44A0-A570-72F87DDC8FC3/Qual-e-patrimonio-di-Amber-Heard-Tutti-i-soldi-spesi-e-guadagnati-dalla-ex-di-Johnny-Depp
